# Version = 1.0.1, Revision date = 13-Dec-2019
# Energies of bodies read from file SunEarthMars.txt, at each time step.
# Time_step	Potential_energy	Kinetic_energy	Total_energy
266	-11333755005519936083346924282839040.000000	2835032415644100984746901128609792.000000	-8498722589875834522139270850805760.000000
267	-11333753816624587308131561037103104.000000	2835031821196509031026798895300608.000000	-8498721995428078277104762141802496.000000
268	-11333752623328048311113909580857344.000000	2835031224548319660562543343042560.000000	-8498721398779729227012118541238272.000000
269	-11333751425630976257551595816878080.000000	2835030625699868949972727367729152.000000	-8498720799931106731118116145725440.000000
270	-11333750223534058288661365425963008.000000	2835030024651492975875943865253888.000000	-8498720198882564736324669257285632.000000
271	-11333749017037967710601908806746112.000000	2835029421403531273655299552051200.000000	-8498719595634436436946609254694912.000000
272	-11333747806143377829531916357861376.000000	2835028815956322225772396537708544.000000	-8498718990187055027298767516729344.000000
273	-11333746590850978092511142973800448.000000	2835028208310206520531846145507328.000000	-8498718382540772148440049131716608.000000
274	-11333745371161451029070315907973120.000000	2835027598465525999159764305575936.000000	-8498717772695925606371303905820672.000000
275	-11333744147075474557054143986401280.000000	2835026986422623655803771554889728.000000	-8498717160652850901250372431511552.000000
276	-11333742918593747346894418958352384.000000	2835026372181844213993745340694528.000000	-8498716546411903132900673617657856.000000
277	-11333741685716954233964877290930176.000000	2835025755743531820798810806812672.000000	-8498715929973422413166066484117504.000000
278	-11333740448445784665325273878626304.000000	2835025137108034082052606917607424.000000	-8498715311337751159733419264442368.000000
279	-11333739206780944228936428111790080.000000	2835024516275699180049524940865536.000000	-8498714690505244472426150867501056.000000
280	-11333737960723124677701104098607104.000000	2835023893246876450005460751220736.000000	-8498714067476248227695643347386368.000000
281	-11333736710273031599580121229426688.000000	2835023268021916380057814830153728.000000	-8498713442251115219522306399272960.000000
282	-11333735455431361359162262039822336.000000	2835022640601170034804739962568704.000000	-8498712814830191324357522077253632.000000
283	-11333734196198831073623391988613120.000000	2835022010984989631765893540216832.000000	-8498712185213840865396746144972800.000000
284	-11333732932576137107552293611372544.000000	2835021379173731423686199078813696.000000	-8498711553402406260326846835982336.000000
285	-11333731664563996578124832366919680.000000	2835020745167748781006818576957440.000000	-8498710919396247220657261486538752.000000
286	-11333730392163126602516873714073600.000000	2835020108967399685854932460634112.000000	-8498710283195726916661941253439488.000000
287	-11333729115374230462846227829489664.000000	2835019470573040390975464245559296.000000	-8498709644801190071870763583930368.000000
288	-11333727834198029887974778599374848.000000	2835018829985031184338603571412992.000000	-8498709004212998703636175027961856.000000
289	-11333726548635255830136446764711936.000000	2835018187203732353914540077875200.000000	-8498708361431524052682658990260224.000000
290	-11333725258686623100664088570626048.000000	2835017542229505340594968011472896.000000	-8498707716457117760069120559153152.000000
291	-11333723964352855734262597117018112.000000	2835016895062712161732333922156544.000000	-8498707069290142996069510891438080.000000
292	-11333722665634686989008902358564864.000000	2835016245703717140522093573570560.000000	-8498706419930969848486808784994304.000000
293	-11333721362532840899607897395167232.000000	2835015594152885176620455032782848.000000	-8498705768379955722987442362384384.000000
294	-11333720055048053029979521395195904.000000	2835014940410582322605130973708288.000000	-8498705114637470707374390421487616.000000
295	-11333718743181063555729731954409472.000000	2835014284477176936896843283955712.000000	-8498704458703887195293640973877248.000000
296	-11333717426932605734935459027484672.000000	2835013626353039107298570761404416.000000	-8498703800579567204097640569503744.000000
297	-11333716106303419743202660210180096.000000	2835012966038537192231035293663232.000000	-8498703140264883127432377219940352.000000
298	-11333714781294250367823311525642240.000000	2835012303534042432418720285458432.000000	-8498702477760208511865343543607296.000000
299	-11333713451905837784403370569629696.000000	2835011638839928374429118355210240.000000	-8498701813065909986435004517842944.000000
300	-11333712118138926780234813365288960.000000	2835010971956567411908217514491904.000000	-8498701146182358791865843547373568.000000
301	-11333710779994280589353689645318144.000000	2835010302884335973727271898841088.000000	-8498700477109944615626417746477056.000000
302	-11333709437472641693208966219169792.000000	2835009631623609335836031036948480.000000	-8498699805849031780912182878797824.000000
303	-11333708090574766408307665178460160.000000	2835008958174764503566501367775232.000000	-8498699132400001904741163810684928.000000
304	-11333706739301413356999817828499456.000000	2835008282538182517475955454246912.000000	-8498698456763230839523862374252544.000000
305	-11333705383653343467478464688291840.000000	2835007604714241535817904342171648.000000	-8498697778939101355199808042696704.000000
306	-11333704023631317667936646276841472.000000	2835006924703322022688868291051520.000000	-8498697098927996221708530289213440.000000
307	-11333702659236101498253421540540416.000000	2835006242505807324489129077506048.000000	-8498696416730294750225044766457856.000000
308	-11333701290468455886621830998392832.000000	2835005558122081364079720781578240.000000	-8498695732346375099002862520238080.000000
309	-11333699917329162513821998092648448.000000	2835004871552527487860925179887616.000000	-8498695045776635025961072912760832.000000
310	-11333698539818977696360944914923520.000000	2835004182797532500997537869594624.000000	-8498694357021444618902654741905408.000000
311	-11333697157938687726704813334855680.000000	2835003491857483208654354447859712.000000	-8498693666081203941589706583572480.000000
312	-11333695771689069673947708367306752.000000	2835002798732770451221436635807744.000000	-8498692972956299222726271731499008.000000
313	-11333694381070898301340725813444608.000000	2835002103423779880942075423752192.000000	-8498692277647117843937898086268928.000000
314	-11333692986084957595506998329212928.000000	2835001405930905220510094049935360.000000	-8498691580154051798536151975854080.000000
315	-11333691586732029237226649356861440.000000	2835000706254539039697811145752576.000000	-8498690880477490773989590514532352.000000
316	-11333690183012904130651839193415680.000000	2835000004395073331816793039175680.000000	-8498690178617831375295798457663488.000000
317	-11333688774928366262405700494819328.000000	2834999300352901819560862968446976.000000	-8498689474575464442844837526372352.000000
318	-11333687362479208842483402771791872.000000	2834998594128421107927605688926208.000000	-8498688768350787734555797082865664.000000
319	-11333685945666229692566133962440704.000000	2834997885722028954836110562820096.000000	-8498688059944201314190775703044096.000000
320	-11333684524490222022649063577485312.000000	2834997175134122541744714648911872.000000	-8498687349356099480904348928573440.000000
321	-11333683098951983654413379555033088.000000	2834996462365101932415516523102208.000000	-8498686636586882298458615335354368.000000
322	-11333681669052319327069297474273280.000000	2834995747415368343532119368138752.000000	-8498685921636950983537178106134528.000000
323	-11333680234792026862298005273313280.000000	2834995030285322991778126366769152.000000	-8498685204506704446980631209967616.000000
324	-11333678796171922528524764599812096.000000	2834994310975369399680149915435008.000000	-8498684485196553128844614684377088.000000
325	-11333677353192806453273772605571072.000000	2834993589485910513304050107154432.000000	-8498683763706895939969722498416640.000000
326	-11333675905855490293284272510861312.000000	2834992865817353890401705462333440.000000	-8498683040038136402882567048527872.000000
327	-11333674454160794928667544390729728.000000	2834992139970104206421232984260608.000000	-8498682314190690722246311406469120.000000
328	-11333672998109527404476813038059520.000000	2834991411944571324957520407035904.000000	-8498681586164955503058540327600128.000000
329	-11333671537702510906666367741591552.000000	2834990681741163956683950857912320.000000	-8498680855961346949982416883679232.000000
330	-11333670072940564009504479362678784.000000	2834989949360292541656164374413312.000000	-8498680123580270891387562684841984.000000
331	-11333668603824512204788446403756032.000000	2834989214802368096390553297485824.000000	-8498679389022143531937140802846720.000000
332	-11333667130355180984315567367258112.000000	2834988478067804519707271485194240.000000	-8498678652287376464608295882063872.000000
333	-11333665652533395839883140755619840.000000	2834987739157014557504968188755968.000000	-8498677913376381282378172566863872.000000
334	-11333664170359986874974483498663936.000000	2834986998070414990907558783352832.000000	-8498677172289571884066924715311104.000000
335	-11333662683835798028130967808376832.000000	2834986254808420295195949430472704.000000	-8498676429027378309395770681327616.000000
336	-11333661192961647873620864546111488.000000	2834985509371450133797817022414848.000000	-8498675683590198316283799827120128.000000
337	-11333659697738387267514573564936192.000000	2834984761759921864297829237784576.000000	-8498674935978465403216744327151616.000000
338	-11333658198166848619138421008367616.000000	2834984011974257455966672182575104.000000	-8498674186192591163171748825792512.000000
339	-11333656694247878172876788302086144.000000	2834983260014877148692775052509184.000000	-8498673434233001024184013249576960.000000
